igre,disciplina,mesto,ime,drzava,rezultat
Rio 2016,marathon men,93,Jordan Chipangama,ZAM,2:24:58
Rio 2016,marathon men,94,Hisanori Kitajima,JPN,2:25:11
Rio 2016,marathon men,95,Lebenya Nkoka,LES,2:25:13
Rio 2016,marathon men,96,Renxue Zhu,CHN,2:25:31
Rio 2016,marathon men,97,Sibusiso Nzima,RSA,2:25:33
Rio 2016,marathon men,98,Daniel Estrada,CHI,2:25:33
Rio 2016,marathon men,99,Ambroise Uwiragiye,RWA,2:25:57
Rio 2016,marathon men,100,Chin Ping Ho,TPE,2:26:00
Rio 2016,marathon men,101,Mihail Krassilov,KAZ,2:26:11
Rio 2016,marathon men,102,David Carver,MRI,2:26:16
Rio 2016,marathon men,103,Mick Clohissey,IRL,2:26:34
Rio 2016,marathon men,104,Hakim Sadi,ALG,2:26:47
Rio 2016,marathon men,105,Roman Prodius,MDA,2:27:01
Rio 2016,marathon men,106,Luis Alberto Orta,VEN,2:27:05
Rio 2016,marathon men,107,Gantulga Dambadarjaa,MGL,2:27:42
Rio 2016,marathon men,108,Enzo Yanez,CHI,2:27:47
Rio 2016,marathon men,109,Gaspar Csere,HUN,2:28:03
Rio 2016,marathon men,110,Martin Esteban Cuestas,URU,2:28:10
Rio 2016,marathon men,111,Valdas Dopolskas,LTU,2:28:21
Rio 2016,marathon men,112,Fabiano Joseph,TAN,2:28:31
Rio 2016,marathon men,113,Kamongwa Salukombo Makorobondo,COD,2:28:54
Rio 2016,marathon men,114,Derek Hawkins,GBR,2:29:24
Rio 2016,marathon men,115,Celestin Nihorimbere,BDI,2:29:38
Rio 2016,marathon men,116,Hristoforos Merousis,GRE,2:29:39
Rio 2016,marathon men,117,Anton Kosmac,SLO,2:29:48
Rio 2016,marathon men,118,Jose Amado Garcia,GUA,2:30:11
Rio 2016,marathon men,119,Andjelko Risticevic,SRB,2:30:17
Rio 2016,marathon men,120,Ricardo Ramos,MEX,2:30:20
Rio 2016,marathon men,121,Tasama Moogas,ISR,2:30:30
Rio 2016,marathon men,122,Ageze Guadie,ISR,2:30:45
Rio 2016,marathon men,123,Rui Pedro Silva,POR,2:30:52
Rio 2016,marathon men,124,Segundo Jami,ECU,2:31:07
Rio 2016,marathon men,125,Diego Colorado,COL,2:31:20
Rio 2016,marathon men,126,Bekir Karayel,TUR,2:31:27
Rio 2016,marathon men,127,Nicolae Alexandru Soare,ROU,2:31:53
Rio 2016,marathon men,128,Yared Shegumo,POL,2:31:54
Rio 2016,marathon men,129,Mohammadjafar Moradi,IRI,2:31:58
Rio 2016,marathon men,130,Byambajav Tseveenravdan,MGL,2:36:14
Rio 2016,marathon men,131,Myeongjun Son,KOR,2:36:21
Rio 2016,marathon men,132,Michael Kalomiris,GRE,2:37:03
Rio 2016,marathon men,133,Boonthung Srisung,THA,2:37:46
Rio 2016,marathon men,134,Ricardo Ribas,POR,2:38:29
Rio 2016,marathon men,135,Jorge Castelblanco,PAN,2:39:25
Rio 2016,marathon men,136,Derlys Ayala,PAR,2:39:40
Rio 2016,marathon men,137,Federico Bruno,ARG,2:40:05
Rio 2016,marathon men,138,Jungsub Shim,KOR,2:42:42
Rio 2016,marathon men,139,Kuniaki Takizaki,CAM,2:45:55
Rio 2016,marathon men,140,Methkal Abu Drais,JOR,2:46:18
Rio 2016,pole vault men,1,Thiago Braz Da Silva,BRA,6.03
Rio 2016,pole vault men,2,Renaud Lavillenie,FRA,5.98
Rio 2016,pole vault men,3,Sam Kendricks,USA,5.85
Rio 2016,pole vault men,4,Piotr Lisek,POL,5.75
Rio 2016,pole vault men,6,Changrui Xue,CHN,5.65
Rio 2016,pole vault men,7,Michal Balner,CZE,5.50
Rio 2016,pole vault men,10,Shawnacy Barber,CAN,5.50
Rio 2016,pole vault men,11,German Chiaraviglio,ARG,5.50
Rio 2016,shot put men,1,Ryan Crouser,USA,22.52
Rio 2016,shot put men,2,Joe Kovacs,USA,21.78
Rio 2016,shot put men,3,Tomas Walsh,NZL,21.36
Rio 2016,shot put men,4,Franck Elemba,CGO,21.20
Rio 2016,shot put men,5,Darlan Romani,BRA,21.02
Rio 2016,shot put men,6,Tomasz Majewski,POL,20.72
Rio 2016,shot put men,7,David Storl,GER,20.64
Rio 2016,shot put men,8,Odayne Richards,JAM,20.64
Rio 2016,shot put men,9,Jacko Gill,NZL,20.50
Rio 2016,shot put men,10,Damien Birkinhead,AUS,20.45
Rio 2016,shot put men,11,Stipe Zunic,CRO,20.04
Rio 2016,triple jump men,1,Christian Taylor,USA,17.86
Rio 2016,triple jump men,2,Will Claye,USA,17.76
Rio 2016,triple jump men,3,Bin Dong,CHN,17.58
Rio 2016,triple jump men,4,Shuo Cao,CHN,17.13
Rio 2016,triple jump men,5,John Murillo,COL,17.09
Rio 2016,triple jump men,6,Nelson Evora,POR,17.03
Rio 2016,triple jump men,7,Troy Doris,GUY,16.90
Rio 2016,triple jump men,8,Lazaro Martinez,CUB,16.68
Rio 2016,triple jump men,9,Alberto Alvarez,MEX,16.56
Rio 2016,triple jump men,10,Benjamin Compaore,FRA,16.54
Rio 2016,triple jump men,11,Xiaolong Xu,CHN,16.41
Rio 2016,triple jump men,12,Karol Hoffmann 1,POL,16.31
Rio 2016,10000m women,1,Almaz Ayana,ETH,29:17.45
Rio 2016,10000m women,2,Vivian Jepkemoi Cheruiyot,KEN,29:32.53
Rio 2016,10000m women,3,Tirunesh Dibaba,ETH,29:42.56
Rio 2016,10000m women,4,Alice Aprot Nawowuna,KEN,29:53.51
Rio 2016,10000m women,5,Betsy Saina,KEN,30:07.78
Rio 2016,10000m women,6,Molly Huddle,USA,30:13.17
Rio 2016,10000m women,7,Yasemin Can,TUR,30:26.41
Rio 2016,10000m women,8,Gelete Burka,ETH,30:26.66
Rio 2016,10000m women,9,Karoline Bjerkeli Grovdal,NOR,31:14.07
Rio 2016,10000m women,10,Eloise Wellings,AUS,31:14.94
Rio 2016,10000m women,11,Emily Infeld,USA,31:26.94
Rio 2016,10000m women,12,Sarah Lahti,SWE,31:28.43
Rio 2016,10000m women,13,Diane Nukuri,BDI,31:28.69
Rio 2016,10000m women,14,Susan Kuijken,NED,31:32.43
Rio 2016,10000m women,15,Joanne Pavey,GBR,31:33.44
Rio 2016,10000m women,16,Jessica Andrews,GBR,31:35.92
Rio 2016,10000m women,17,Alexi Pappas,GRE,31:36.16
Rio 2016,10000m women,18,Yuka Takashima,JPN,31:36.44
Rio 2016,10000m women,19,Darya Maslova,KGZ,31:36.90
Rio 2016,10000m women,20,Hanami Sekine,JPN,31:44.44
Rio 2016,10000m women,21,Dominique Scott,RSA,31:51.47
Rio 2016,10000m women,22,Natasha Wodak,CAN,31:53.14
Rio 2016,10000m women,23,Alia Saeed Mohammed,UAE,31:56.74
Rio 2016,10000m women,24,Sitora Hamidova,UZB,31:57.77
Rio 2016,10000m women,25,Lanni Marchant,CAN,32:04.21
Rio 2016,10000m women,26,Carla Salome Rocha,POR,32:06.05
Rio 2016,10000m women,27,Salome Nyirarukundo,RWA,32:07.80
Rio 2016,10000m women,28,Jip Vastenburg,NED,32:08.92
Rio 2016,10000m women,29,Trihas Gebre,ESP,32:09.67
Rio 2016,10000m women,30,Veronica Inglese,ITA,32:11.67
Rio 2016,10000m women,31,Tatiele Roberta De Carvalho,BRA,32:38.21
Rio 2016,10000m women,32,Brenda Flores,MEX,32:39.08
Rio 2016,10000m women,33,Marielle Hall,USA,32:39.32
Rio 2016,10000m women,34,Beth Potter,GBR,33:04.34
Rio 2016,10000m women,35,Marisol Romero,MEX,35:33.03
Rio 2016,100m hurdles women,1,Brianna Rollins,USA,12.48
Rio 2016,100m hurdles women,2,Nia Ali,USA,12.59
Rio 2016,100m hurdles women,3,Kristi Castlin,USA,12.61
Rio 2016,100m hurdles women,4,Cindy Ofili,GBR,12.63
Rio 2016,100m hurdles women,5,Cindy Roleder,GER,12.74
Rio 2016,100m hurdles women,6,Pedrya Seymour,BAH,12.76
Rio 2016,100m hurdles women,7,Tiffany Porter,GBR,12.76
Rio 2016,100m hurdles women,8,Phylicia George,CAN,12.89
Rio 2016,100m women,1,Elaine Thompson,JAM,10.71
Rio 2016,100m women,2,Tori Bowie,USA,10.83
Rio 2016,100m women,3,Shelly Ann Fraser Pryce,JAM,10.86
Rio 2016,100m women,4,Marie Josee Ta Lou,CIV,10.86
Rio 2016,100m women,5,Dafne Schippers,NED,10.90
Rio 2016,100m women,6,Michelle Lee Ahye,TTO,10.92
Rio 2016,100m women,7,English Gardner,USA,10.94
Rio 2016,100m women,8,Christania Williams,JAM,11.80
Rio 2016,1500m women,1,Faith Chepngetich Kipyegon,KEN,4:08.92
Rio 2016,1500m women,2,Genzebe Dibaba,ETH,4:10.27
Rio 2016,1500m women,3,Jennifer Simpson,USA,4:10.53
Rio 2016,1500m women,4,Shannon Rowbury,USA,4:11.05
Rio 2016,1500m women,5,Sifan Hassan,NED,4:11.23
Rio 2016,1500m women,6,Meraf Bahta,SWE,4:12.59
Rio 2016,1500m women,7,Laura Muir,GBR,4:12.88
Rio 2016,1500m women,8,Dawit Seyaum,ETH,4:13.14
Rio 2016,1500m women,9,Besu Sado,ETH,4:13.58
Rio 2016,1500m women,10,Sofia Ennaoui,POL,4:14.72
Rio 2016,1500m women,11,Laura Weightman,GBR,4:14.95
Rio 2016,1500m women,12,Rababe Arafi,MAR,4:15.16
Rio 2016,200m women,1,Elaine Thompson,JAM,21.78
Rio 2016,200m women,2,Dafne Schippers,NED,21.88
Rio 2016,200m women,3,Tori Bowie,USA,22.15
Rio 2016,200m women,4,Marie Josee Ta Lou,CIV,22.21
Rio 2016,200m women,5,Dina Asher Smith,GBR,22.31
Rio 2016,200m women,6,Michelle Lee Ahye,TTO,22.34
Rio 2016,200m women,7,Deajah Stevens,USA,22.65
Rio 2016,200m women,8,Ivet Lalova Collio,BUL,22.69
Rio 2016,20km race walk women,1,Hong Liu,CHN,1:28:35
Rio 2016,20km race walk women,2,Maria Guadalupe Gonzalez,MEX,1:28:37
Rio 2016,20km race walk women,3,Xiuzhi Lu 1,CHN,1:28:42
Rio 2016,20km race walk women,4,Antonella Palmisano,ITA,1:29:03
Rio 2016,20km race walk women,5,Shijie Qieyang,CHN,1:29:04
Rio 2016,20km race walk women,6,Ana Cabecinha,POR,1:29:23
Rio 2016,20km race walk women,7,Erica De Sena 1,BRA,1:29:29
Rio 2016,20km race walk women,8,Beatriz Pascual,ESP,1:30:24
Rio 2016,20km race walk women,9,Regan Lamble,AUS,1:30:28
Rio 2016,20km race walk women,10,Anezka Drahotova,CZE,1:30:43
Rio 2016,20km race walk women,11,Elisa Rigaudo,ITA,1:31:04
Rio 2016,20km race walk women,12,Ines Henriques,POR,1:31:28
Rio 2016,20km race walk women,13,Emilie Menuet,FRA,1:32:04
Rio 2016,20km race walk women,14,Kimberly Garcia,PER,1:32:09
Rio 2016,20km race walk women,15,Antigoni Drisbioti,GRE,1:32:32
Rio 2016,20km race walk women,16,Kumiko Okada,JPN,1:32:42
Rio 2016,20km race walk women,17,Nastassia Yatsevich,BLR,1:32:53
Rio 2016,20km race walk women,18,Angela Castro,BOL,1:32:54
Rio 2016,20km race walk women,19,Nadiya Borovska Prokopuk,UKR,1:33:01
Rio 2016,20km race walk women,20,Raquel Gonzalez,ESP,1:33:03
Rio 2016,20km race walk women,21,Inna Kashyna,UKR,1:33:15
Rio 2016,20km race walk women,22,Maria Michta Coffey,USA,1:33:36
Rio 2016,20km race walk women,23,Maria Guadalupe Sanchez 1,MEX,1:33:44
Rio 2016,20km race walk women,24,Paola Perez,ECU,1:33:53
Rio 2016,20km race walk women,25,Viktoria Madarasz,HUN,1:33:59
Rio 2016,20km race walk women,26,Tanya Holliday,AUS,1:34:22
Rio 2016,20km race walk women,27,Magaly Bonilla,ECU,1:34:54
Rio 2016,20km race walk women,28,Paulina Buziak,POL,1:35:01
Rio 2016,20km race walk women,29,Brigita Virbalyte Dimsiene,LTU,1:35:11
Rio 2016,20km race walk women,30,Mirna Ortiz,GUA,1:35:11
Rio 2016,20km race walk women,31,Wendy Cornejo,BOL,1:35:17
Rio 2016,20km race walk women,32,Sandra Arenas,COL,1:35:40
Rio 2016,20km race walk women,33,Julia Takacs,ESP,1:35:45
Rio 2016,20km race walk women,34,Miranda Melville,USA,1:35:48
Rio 2016,20km race walk women,35,Alana Barber,NZL,1:35:55
Rio 2016,20km race walk women,36,Maritza Guaman,ECU,1:35:56
Rio 2016,20km race walk women,37,Daniela Cardoso,POR,1:36:13
Rio 2016,20km race walk women,38,Yeseida Carrillo,COL,1:36:28
Rio 2016,20km race walk women,39,Yeongeun Jeon,KOR,1:36:31
Rio 2016,20km race walk women,40,Rachel Tallent,AUS,1:37:08
Rio 2016,20km race walk women,41,Alejandra Ortega,MEX,1:37:33
Rio 2016,20km race walk women,42,Grace Wanjiru Njue,KEN,1:37:49
Rio 2016,20km race walk women,43,Stefany Coronado,BOL,1:37:56
Rio 2016,20km race walk women,44,Agnieszka Szwarnog,POL,1:38:01
Rio 2016,20km race walk women,45,Andreea Arsine,ROU,1:38:16
Rio 2016,20km race walk women,46,Valentyna Myronchuk,UKR,1:38:20
Rio 2016,20km race walk women,47,Panayiota Tsinopoulou,GRE,1:38:24
Rio 2016,20km race walk women,48,Maria Czakova,SVK,1:38:29
Rio 2016,20km race walk women,49,Cisiane Lopes,BRA,1:38:35
Rio 2016,20km race walk women,50,Ana Veronica Rodean,ROU,1:38:42
Rio 2016,20km race walk women,51,Jessica Hancco,PER,1:39:08
Rio 2016,20km race walk women,52,Maritza Poncio,GUA,1:40:09
Rio 2016,20km race walk women,53,Agnese Pastare,LAT,1:40:15
Rio 2016,20km race walk women,54,Khushbir Kaur,IND,1:40:33
Rio 2016,20km race walk women,55,Maria Galikova,SVK,1:40:35
Rio 2016,20km race walk women,56,Zivile Vaiciukeviciute,LTU,1:41:28
Rio 2016,20km race walk women,57,Claudia Stef,ROU,1:41:47
Rio 2016,20km race walk women,58,Barbara Kovacs,HUN,1:42:11
Rio 2016,20km race walk women,59,Rita Recsei,HUN,1:42:41
Rio 2016,20km race walk women,60,Chahinez Nasri,TUN,1:42:57
Rio 2016,20km race walk women,61,Askale Tiksa,ETH,1:44:15
Rio 2016,20km race walk women,62,Dana Aydosova,KAZ,1:44:49
Rio 2016,20km race walk women,63,Anel Oosthuizen,RSA,1:45:06
Rio 2016,3000m steeplechase women,1,Ruth Jebet,BRN,8:59.75
Rio 2016,3000m steeplechase women,2,Hyvin Kiyeng Jepkemoi,KEN,9:07.12
Rio 2016,3000m steeplechase women,3,Emma Coburn,USA,9:07.63
Rio 2016,3000m steeplechase women,4,Beatrice Chepkoech,KEN,9:16.05
Rio 2016,3000m steeplechase women,5,Sofia Assefa,ETH,9:17.15
Rio 2016,3000m steeplechase women,6,Gesa Felicitas Krause,GER,9:18.41
Rio 2016,3000m steeplechase women,7,Madeline Heiner Hills,AUS,9:20.38
Rio 2016,3000m steeplechase women,8,Colleen Quigley,USA,9:21.10
Rio 2016,3000m steeplechase women,9,Genevieve Lacaze,AUS,9:21.21
Rio 2016,3000m steeplechase women,10,Lalita Shivaji Babar,IND,9:22.74
Rio 2016,3000m steeplechase women,11,Courtney Frerichs,USA,9:22.87
Rio 2016,3000m steeplechase women,12,Habiba Ghribi,TUN,9:28.75
Rio 2016,3000m steeplechase women,13,Lydia Chebet Rotich,KEN,9:29.90
Rio 2016,3000m steeplechase women,14,Aisha Praught,JAM,9:34.20
Rio 2016,3000m steeplechase women,15,Etenesh Diro,ETH,9:38.77
Rio 2016,3000m steeplechase women,16,Genevieve Lalonde,CAN,9:41.88
Rio 2016,3000m steeplechase women,17,Sara Louise Treacy,IRL,9:52.70
Rio 2016,3000m steeplechase women,18,Fabienne Schlumpf,SUI,9:59.30
Rio 2016,400m hurdles women,1,Dalilah Muhammad,USA,53.13
Rio 2016,400m hurdles women,2,Sara Slott Petersen,DEN,53.55
Rio 2016,400m hurdles women,3,Ashley Spencer,USA,53.72
Rio 2016,400m hurdles women,4,Zuzana Hejnova,CZE,53.92
Rio 2016,400m hurdles women,5,Ristananna Tracey,JAM,54.15
Rio 2016,400m hurdles women,6,Leah Nugent,JAM,54.45
Rio 2016,400m hurdles women,7,Janieve Russell,JAM,54.56
Rio 2016,400m hurdles women,8,Eilidh Doyle,GBR,54.61
Rio 2016,400m women,1,Shaunae Miller,BAH,49.44
Rio 2016,400m women,2,Allyson Felix,USA,49.51
Rio 2016,400m women,3,Shericka Jackson,JAM,49.85
Rio 2016,400m women,4,Natasha Hastings,USA,50.34
Rio 2016,400m women,5,Phyllis Francis,USA,50.41
Rio 2016,400m women,6,Stephenie Ann Mcpherson,JAM,50.97
Rio 2016,400m women,7,Olha Zemlyak,UKR,51.24
Rio 2016,400m women,8,Libania Grenot Martinez,ITA,51.25
Rio 2016,4x100m relay women,1,,USA,41.01
Rio 2016,4x100m relay women,2,,JAM,41.36
Rio 2016,4x100m relay women,3,,GBR,41.77
Rio 2016,4x100m relay women,4,,GER,42.10
Rio 2016,4x100m relay women,5,,TTO,42.12
Rio 2016,4x100m relay women,6,,UKR,42.36
Rio 2016,4x100m relay women,7,,CAN,43.15
Rio 2016,4x100m relay women,8,,NGR,43.21
Rio 2016,4x400m relay women,1,,USA,
Rio 2016,4x400m relay women,2,,JAM,
Rio 2016,4x400m relay women,3,,GBR,
Rio 2016,4x400m relay women,4,,CAN,
Rio 2016,4x400m relay women,5,,UKR,
Rio 2016,4x400m relay women,6,,ITA,
Rio 2016,4x400m relay women,7,,POL,
Rio 2016,4x400m relay women,8,,AUS,
Rio 2016,5000m women,1,Vivian Jepkemoi Cheruiyot,KEN,14:26.17
Rio 2016,5000m women,2,Hellen Onsando Obiri,KEN,14:29.77
Rio 2016,5000m women,3,Almaz Ayana,ETH,14:33.59
Rio 2016,5000m women,4,Mercy Cherono,KEN,14:42.89
Rio 2016,5000m women,5,Senbere Teferi,ETH,14:43.75
Rio 2016,5000m women,6,Yasemin Can,TUR,14:56.96
Rio 2016,5000m women,7,Karoline Bjerkeli Grovdal,NOR,14:57.53
Rio 2016,5000m women,8,Susan Kuijken,NED,15:00.69
Rio 2016,5000m women,9,Eloise Wellings,AUS,15:01.59
Rio 2016,5000m women,10,Madeline Heiner Hills,AUS,15:04.05
Rio 2016,5000m women,11,Shelby Houlihan,USA,15:08.89
Rio 2016,5000m women,12,Genevieve Lacaze,AUS,15:10.35
Rio 2016,5000m women,13,Eilish Mccolgan,GBR,15:12.09
Rio 2016,5000m women,14,Ababel Yeshaneh,ETH,15:18.26
Rio 2016,5000m women,15,Miyuki Uehara,JPN,15:34.97
Rio 2016,5000m women,16,Jennifer Wenth,AUT,15:56.11
Rio 2016,5000m women,17,Nikki Hamblin,NZL,16:14.24
Rio 2016,800m women,1,Caster Semenya,RSA,1:55.28
Rio 2016,800m women,2,Francine Niyonsaba,BDI,1:56.49
Rio 2016,800m women,3,Margaret Nyairera Wambui,KEN,1:56.89
Rio 2016,800m women,4,Melissa Bishop,CAN,1:57.02
Rio 2016,800m women,5,Joanna Jozwik,POL,1:57.37
Rio 2016,800m women,6,Lynsey Sharp,GBR,1:57.69
Rio 2016,800m women,7,Marina Arzamasova,BLR,1:59.10
Rio 2016,800m women,8,Kate Grace,USA,1:59.57
Rio 2016,discus throw women,1,Sandra Perkovic,CRO,69.21
Rio 2016,discus throw women,2,Melina Robert Michon,FRA,66.73
Rio 2016,discus throw women,3,Denia Caballero,CUB,65.34
Rio 2016,discus throw women,4,Dani Samuels,AUS,64.90
Rio 2016,discus throw women,5,Xinyue Su,CHN,64.37
Rio 2016,discus throw women,6,Nadine Muller,GER,63.13
Rio 2016,discus throw women,7,Yang Chen 1,CHN,63.11
Rio 2016,discus throw women,8,Bin Feng,CHN,63.06
Rio 2016,discus throw women,9,Julia Fischer,GER,62.67
Rio 2016,discus throw women,10,Zinaida Sendriute,LTU,61.89
Rio 2016,discus throw women,11,Shanice Craft,GER,59.85
Rio 2016,hammer throw women,1,Anita Wlodarczyk,POL,82.29
Rio 2016,hammer throw women,2,Wenxiu Zhang,CHN,76.75
Rio 2016,hammer throw women,3,Sophie Hitchon,GBR,74.54
Rio 2016,hammer throw women,4,Betty Heidler,GER,73.71
Rio 2016,hammer throw women,5,Zalina Marghieva,MDA,73.50
Rio 2016,hammer throw women,6,Amber Campbell,USA,72.74
Rio 2016,hammer throw women,7,Hanna Malyshik,BLR,71.90
Rio 2016,hammer throw women,8,Deanna Price,USA,70.95
Rio 2016,hammer throw women,9,Joanna Fiodorow,POL,69.87
Rio 2016,hammer throw women,10,Rosa Andreina Rodriguez Pargas,VEN,69.26
Rio 2016,hammer throw women,11,Alexandra Tavernier,FRA,65.18
Rio 2016,heptathlon women,1,Nafissatou Thiam,BEL,6810
Rio 2016,heptathlon women,2,Jessica Ennis,GBR,6775
Rio 2016,heptathlon women,3,Brianne Theisen Eaton,CAN,6653
Rio 2016,heptathlon women,4,Laura Ikauniece Admidina,LAT,6617
Rio 2016,heptathlon women,5,Carolin Schafer,GER,6540
Rio 2016,heptathlon women,6,Katarina Johnson Thompson,GBR,6523
Rio 2016,heptathlon women,7,Yorgelis Rodriguez,CUB,6481
Rio 2016,heptathlon women,8,Gyorgyi Zsivoczky Farkas,HUN,6442
Rio 2016,heptathlon women,9,Jennifer Oeser,GER,6401
Rio 2016,heptathlon women,10,Anouk Vetter,NED,6394
Rio 2016,heptathlon women,11,Antoinette Nana Djimou Ida,FRA,6383
Rio 2016,heptathlon women,12,Barbara Nwaba,USA,6309
Rio 2016,heptathlon women,13,Nadine Broersen,NED,6300
Rio 2016,heptathlon women,14,Claudia Rath,GER,6270
Rio 2016,heptathlon women,15,Evelis Aguilar,COL,6263
Rio 2016,heptathlon women,16,Xenia Krizsan,HUN,6257
Rio 2016,heptathlon women,17,Kendell Williams,USA,6221
Rio 2016,heptathlon women,18,Heather Miller Koch,USA,6213
Rio 2016,heptathlon women,19,Nadine Visser,NED,6190
Rio 2016,heptathlon women,20,Akela Jones 1,BAR,6173
Rio 2016,heptathlon women,21,Ivona Dadic,AUT,6155
Rio 2016,heptathlon women,22,Eliska Klucinova,CZE,6077
Rio 2016,heptathlon women,23,Vanessa Chefer,BRA,6024
Rio 2016,heptathlon women,24,Katerina Cachova,CZE,5958
Rio 2016,heptathlon women,25,Hanna Kasyanova,UKR,5951
Rio 2016,heptathlon women,26,Alysbeth Felix,PUR,5805
Rio 2016,heptathlon women,27,Sofia Yfantidou,GRE,5613
Rio 2016,heptathlon women,28,Alina Fodorova,UKR,5038
Rio 2016,heptathlon women,29,Uhunoma Osazuwa 1,NGR,4916
Rio 2016,high jump women,1,Ruth Beitia,ESP,
Rio 2016,high jump women,2,Mirela Demireva,BUL,
Rio 2016,high jump women,3,Blanka Vlasic,CRO,
Rio 2016,high jump women,4,Chaunte Lowe,USA,
Rio 2016,high jump women,5,Alessia Trost,ITA,
Rio 2016,high jump women,6,Levern Spencer,LCA,
Rio 2016,high jump women,7,Marie Laurence Jungfleisch,GER,
Rio 2016,javelin throw women,1,Sara Kolak,CRO,66.18
Rio 2016,javelin throw women,2,Sunette Viljoen,RSA,64.92
Rio 2016,javelin throw women,3,Barbora Spotakova,CZE,64.80
Rio 2016,javelin throw women,4,Maria Andrejczyk,POL,64.78
Rio 2016,javelin throw women,5,Tatsiana Khaladovich,BLR,64.60
Rio 2016,javelin throw women,6,Kathryn Mitchell,AUS,64.36
Rio 2016,javelin throw women,7,Huihui Lyu,CHN,64.04
Rio 2016,javelin throw women,8,Christina Obergfoll,GER,62.92
Rio 2016,javelin throw women,9,Flor Ruiz,COL,61.54
Rio 2016,javelin throw women,10,Madara Palameika,LAT,60.14
Rio 2016,javelin throw women,11,Linda Stahl,GER,59.71
Rio 2016,javelin throw women,12,Christin Hussong 1,GER,57.70
Rio 2016,long jump women,1,Tianna Bartoletta,USA,7.17
Rio 2016,long jump women,2,Brittney Reese,USA,7.15
Rio 2016,long jump women,3,Ivana Spanovic,SRB,7.08
Rio 2016,long jump women,4,Malaika Mihambo,GER,6.95
Rio 2016,long jump women,5,Ese Brume,NGR,6.81
Rio 2016,long jump women,6,Ksenija Balta,EST,6.79
Rio 2016,long jump women,7,Brooke Stratton,AUS,6.74
Rio 2016,long jump women,8,Jazmin Sawyers,GBR,6.69
Rio 2016,long jump women,9,Darya Klishina,RUS,6.63
Rio 2016,long jump women,10,Sosthene Moguenara,GER,6.61
Rio 2016,long jump women,11,Lorraine Ugen,GBR,6.58
Rio 2016,marathon women,1,Jemima Jelagat Sumgong,KEN,2:24:04
Rio 2016,marathon women,2,Eunice Jepkirui Kirwa,BRN,2:24:13
Rio 2016,marathon women,3,Mare Dibaba,ETH,2:24:30
Rio 2016,marathon women,4,Tirfi Tsegaye,ETH,2:24:47
Rio 2016,marathon women,5,Volha Mazuronak,BLR,2:24:48
Rio 2016,marathon women,6,Shalane Flanagan,USA,2:25:26
Rio 2016,marathon women,7,Desiree Linden,USA,2:26:08
Rio 2016,marathon women,8,Rose Chelimo,BRN,2:27:36
Rio 2016,marathon women,9,Amy Cragg,USA,2:28:25
Rio 2016,marathon women,10,Hye Song Kim 1,PRK,2:28:36
Rio 2016,marathon women,11,Hye Gyong Kim 1,PRK,2:28:36
Rio 2016,marathon women,12,Jelena Prokopcuka,LAT,2:29:32
Rio 2016,marathon women,13,Valeria Straneo,ITA,2:29:44
Rio 2016,marathon women,14,Kayoko Fukushi,JPN,2:29:53
Rio 2016,marathon women,15,Gladys Tejeda,PER,2:29:55
Rio 2016,marathon women,16,Ana Dulce Felix,POR,2:30:39
Rio 2016,marathon women,17,Diana Lobacevske,LTU,2:30:48
Rio 2016,marathon women,18,Milly Clark,AUS,2:30:53
Rio 2016,marathon women,19,Tomomi Tanaka,JPN,2:31:12
Rio 2016,marathon women,20,Fionnuala Mccormack,IRL,2:31:22
Rio 2016,marathon women,21,Iwona Lewandowska,POL,2:31:41
Rio 2016,marathon women,22,Jessica Trengove,AUS,2:31:44
Rio 2016,marathon women,23,Monika Stefanowicz,POL,2:32:49
Rio 2016,marathon women,24,Lanni Marchant,CAN,2:33:08
Rio 2016,marathon women,25,Catherine Bertone,ITA,2:33:29
Rio 2016,marathon women,26,Eva Vrabcova Nyvltova 1,CZE,2:33:51
Rio 2016,marathon women,27,Lilia Fisikowici,MDA,2:34:05
Rio 2016,marathon women,28,Alyson Dixon,GBR,2:34:11
Rio 2016,marathon women,29,Maja Neuenschwander,SUI,2:34:27
Rio 2016,marathon women,30,Sonia Samuels,GBR,2:34:36
Rio 2016,marathon women,31,Lisa Jane Weightman,AUS,2:34:41
Rio 2016,marathon women,32,Madai Perez,MEX,2:34:42
Rio 2016,marathon women,33,Olha Kotovska,UKR,2:34:57
